Kommun,Kod,Län,Folkmängd,Area,Land,Sjö,Hav,Täthet,bounds_ne_lat_google_2015_05_28,bounds_ne_lng_google_2015_05_28,bounds_sw_lat_google_2015_05_28,bounds_sw_lng_google_2015_05_28,location_lat_google_2015_05_28,location_lng_google_2015_05_28,geometry
Ale kommun,1440,Västra Götalands län,29 549,332.13,317.01,15.12,0.00,93.21,58.1137351,12.4445669,57.8067941,12.0055011,57.988605,12.2344546,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.434439,58.095679,0.0 12.433296,58.094301,0.0 12.434117,58.090279,0.0 12.433183,58.086876,0.0 12.430388,58.080728,0.0 12.418128,58.063708,0.0 12.419055,58.061554,0.0 12.421554,58.055748,0.0 12.404706,58.053336,0.0 12.402615,58.051644,0.0 12.409218,58.047926,0.0 12.407604,58.043156,0.0 12.409037,58.041622,0.0 12.421881,58.042513,0.0 12.419781,58.036059,0.0 12.423203,58.033554,0.0 12.417124,58.029052,0.0 12.411442,58.026636,0.0 12.411799,58.024327,0.0 12.418794,58.016957,0.0 12.413452,58.012583,0.0 12.414197,58.004714,0.0 12.416718,58.00133,0.0 12.411392,57.994485,0.0 12.411365,57.990657,0.0 12.413078,57.98847,0.0 12.40085,57.989203,0.0 12.390511,57.991688,0.0 12.375523,57.993199,0.0 12.369891,57.986289,0.0 12.352412,57.979472,0.0 12.333404,57.971037,0.0 12.312359,57.965913,0.0 12.297157,57.925377,0.0 12.293045,57.924854,0.0 12.291509,57.923464,0.0 12.293879,57.917015,0.0 12.300151,57.913827,0.0 12.300288,57.90844,0.0 12.3046,57.907669,0.0 12.306032,57.906136,0.0 12.305218,57.901845,0.0 12.300722,57.896536,0.0 12.29301,57.8936,0.0 12.199894,57.875908,0.0 12.140998,57.866419,0.0 12.1282,57.863766,0.0 12.123006,57.861126,0.0 12.058218,57.840624,0.0 12.043541,57.835066,0.0 12.051845,57.826254,0.0 12.049241,57.821778,0.0 12.045627,57.821284,0.0 12.038191,57.826397,0.0 12.027175,57.813307,0.0 12.019923,57.81221,0.0 12.020137,57.808023,0.0 12.013066,57.807682,0.0 12.012435,57.816884,0.0 12.008,57.830375,0.0 12.009797,57.84355,0.0 12.007181,57.852356,0.0 12.014104,57.861231,0.0 12.035991,57.887803,0.0 12.04058,57.899416,0.0 12.073619,57.939835,0.0 12.081783,57.946168,0.0 12.087397,57.947613,0.0 12.097255,57.952849,0.0 12.122885,57.964118,0.0 12.127524,57.96853,0.0 12.128339,57.971057,0.0 12.12613,57.976987,0.0 12.125536,57.984006,0.0 12.128189,57.993146,0.0 12.126469,57.997971,0.0 12.129559,58.006041,0.0 12.13384,58.010554,0.0 12.137682,58.014044,0.0 12.151977,58.011347,0.0 12.151687,58.009298,0.0 12.165209,58.008042,0.0 12.172012,58.013799,0.0 12.172568,58.016834,0.0 12.186194,58.015552,0.0 12.233954,58.025134,0.0 12.244369,58.034673,0.0 12.238217,58.036729,0.0 12.238422,58.038757,0.0 12.258908,58.053096,0.0 12.332699,58.085459,0.0 12.336885,58.086031,0.0 12.343778,58.092976,0.0 12.352633,58.10966,0.0 12.360588,58.110792,0.0 12.375609,58.117532,0.0 12.384262,58.111943,0.0 12.390757,58.110778,0.0 12.393232,58.111527,0.0 12.396219,58.115444,0.0 12.395543,58.117897,0.0 12.424741,58.109627,0.0 12.428652,58.106982,0.0 12.434439,58.095679,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Alingsås kommun,1489,Västra Götalands län,40 045,551.16,472.00,79.16,0.00,84.84,58.0869811,12.817512,57.7928401,12.3760749,57.9799652,12.5557707,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.711749,58.097249,0.0 12.698961,58.0886,0.0 12.67296,58.085456,0.0 12.667175,58.083733,0.0 12.655956,58.076699,0.0 12.635928,58.073255,0.0 12.637671,58.068133,0.0 12.629206,58.063412,0.0 12.612973,58.060292,0.0 12.580617,58.048416,0.0 12.581378,58.040349,0.0 12.555512,58.009538,0.0 12.539658,57.998323,0.0 12.571227,57.973101,0.0 12.585844,57.970571,0.0 12.593807,57.970071,0.0 12.600357,57.97255,0.0 12.61394,57.974186,0.0 12.6219,57.964786,0.0 12.623159,57.960316,0.0 12.628639,57.960462,0.0 12.649814,57.95091,0.0 12.65386,57.939097,0.0 12.652702,57.933228,0.0 12.657721,57.920101,0.0 12.657808,57.914479,0.0 12.66183,57.912117,0.0 12.666067,57.90728,0.0 12.664065,57.901606,0.0 12.660626,57.897703,0.0 12.660382,57.895666,0.0 12.663588,57.888333,0.0 12.662922,57.886295,0.0 12.660972,57.884675,0.0 12.654033,57.882248,0.0 12.65329,57.881097,0.0 12.656317,57.876882,0.0 12.660048,57.876332,0.0 12.661924,57.874357,0.0 12.658048,57.870658,0.0 12.65527,57.864067,0.0 12.6578,57.859422,0.0 12.660535,57.857243,0.0 12.659986,57.854076,0.0 12.657353,57.850642,0.0 12.647597,57.846787,0.0 12.641801,57.841018,0.0 12.618097,57.833201,0.0 12.60737,57.830891,0.0 12.59392,57.821539,0.0 12.600905,57.80982,0.0 12.592965,57.804659,0.0 12.588001,57.799358,0.0 12.581283,57.794686,0.0 12.546079,57.779804,0.0 12.524936,57.767766,0.0 12.519507,57.763124,0.0 12.513999,57.763421,0.0 12.498898,57.767502,0.0 12.485819,57.77681,0.0 12.49095,57.789083,0.0 12.485448,57.793656,0.0 12.478394,57.792788,0.0 12.475414,57.786371,0.0 12.444747,57.805558,0.0 12.444816,57.809163,0.0 12.448304,57.814709,0.0 12.435848,57.822987,0.0 12.42617,57.831022,0.0 12.43087,57.838579,0.0 12.440962,57.844346,0.0 12.440232,57.847471,0.0 12.43351,57.853942,0.0 12.433346,57.85551,0.0 12.439247,57.858677,0.0 12.44581,57.868079,0.0 12.442458,57.875852,0.0 12.445581,57.883357,0.0 12.445776,57.885608,0.0 12.443678,57.889821,0.0 12.397791,57.876951,0.0 12.388665,57.895791,0.0 12.406117,57.894507,0.0 12.395996,57.906573,0.0 12.400997,57.915261,0.0 12.409694,57.921137,0.0 12.412275,57.928862,0.0 12.400659,57.93077,0.0 12.397758,57.934277,0.0 12.386098,57.936633,0.0 12.375786,57.942177,0.0 12.365488,57.939616,0.0 12.360962,57.942405,0.0 12.353742,57.94264,0.0 12.352288,57.948441,0.0 12.349635,57.949492,0.0 12.342198,57.947923,0.0 12.340388,57.948988,0.0 12.357743,57.952875,0.0 12.355555,57.957533,0.0 12.384994,57.971449,0.0 12.376141,57.971183,0.0 12.369589,57.968966,0.0 12.362952,57.971698,0.0 12.368051,57.975664,0.0 12.362045,57.97639,0.0 12.359158,57.975629,0.0 12.352412,57.979472,0.0 12.369891,57.986289,0.0 12.375523,57.993199,0.0 12.390511,57.991688,0.0 12.40085,57.989203,0.0 12.413078,57.98847,0.0 12.411365,57.990657,0.0 12.411392,57.994485,0.0 12.416718,58.00133,0.0 12.414197,58.004714,0.0 12.413452,58.012583,0.0 12.418794,58.016957,0.0 12.411799,58.024327,0.0 12.411442,58.026636,0.0 12.417124,58.029052,0.0 12.423203,58.033554,0.0 12.419781,58.036059,0.0 12.421881,58.042513,0.0 12.409037,58.041622,0.0 12.407604,58.043156,0.0 12.409218,58.047926,0.0 12.402615,58.051644,0.0 12.404706,58.053336,0.0 12.421554,58.055748,0.0 12.419055,58.061554,0.0 12.418128,58.063708,0.0 12.430388,58.080728,0.0 12.433183,58.086876,0.0 12.434117,58.090279,0.0 12.433296,58.094301,0.0 12.434439,58.095679,0.0 12.446348,58.096933,0.0 12.452007,58.100052,0.0 12.462599,58.103151,0.0 12.458183,58.111005,0.0 12.465551,58.124416,0.0 12.471652,58.12728,0.0 12.477791,58.125194,0.0 12.479803,58.126379,0.0 12.479948,58.132295,0.0 12.492215,58.133351,0.0 12.494724,58.134504,0.0 12.4987,58.140169,0.0 12.491381,58.142323,0.0 12.471783,58.14537,0.0 12.478884,58.164613,0.0 12.482705,58.164658,0.0 12.484456,58.163563,0.0 12.490032,58.162289,0.0 12.497534,58.165529,0.0 12.513656,58.166405,0.0 12.516255,58.165174,0.0 12.516488,58.162651,0.0 12.523181,58.162491,0.0 12.524807,58.163853,0.0 12.521326,58.16583,0.0 12.520768,58.168745,0.0 12.526337,58.169504,0.0 12.530687,58.175155,0.0 12.532761,58.176079,0.0 12.537488,58.17771,0.0 12.544544,58.177455,0.0 12.543848,58.18741,0.0 12.54107,58.191337,0.0 12.539851,58.19711,0.0 12.548683,58.197215,0.0 12.553416,58.195709,0.0 12.565365,58.194729,0.0 12.574288,58.194838,0.0 12.575057,58.19687,0.0 12.580155,58.196936,0.0 12.584486,58.194962,0.0 12.586739,58.192072,0.0 12.662455,58.184415,0.0 12.665209,58.186266,0.0 12.672353,58.188589,0.0 12.677098,58.186855,0.0 12.676794,58.183927,0.0 12.679303,58.182187,0.0 12.68706,58.181398,0.0 12.690208,58.177796,0.0 12.690325,58.175095,0.0 12.688678,58.173509,0.0 12.707783,58.158199,0.0 12.701542,58.149629,0.0 12.682894,58.129543,0.0 12.683915,58.127771,0.0 12.687403,58.126734,0.0 12.690138,58.124779,0.0 12.708916,58.109758,0.0 12.711749,58.097249,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Alvesta kommun,0764,Kronobergs län,19 850,1 074.26,974.11,100.15,0.00,20.38,56.915449,14.5858261,56.886719,14.5146531,56.8992104,14.5560006,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.489389,57.151693,0.0 14.488652,57.149665,0.0 14.472121,57.14024,0.0 14.473845,57.138687,0.0 14.486317,57.136825,0.0 14.491438,57.133071,0.0 14.492319,57.131509,0.0 14.49141,57.124081,0.0 14.495832,57.117033,0.0 14.506652,57.115062,0.0 14.514927,57.114941,0.0 14.517257,57.108678,0.0 14.529724,57.106588,0.0 14.544064,57.099351,0.0 14.560696,57.09641,0.0 14.599657,57.092148,0.0 14.601897,57.087688,0.0 14.614967,57.084392,0.0 14.61788,57.084208,0.0 14.620488,57.087394,0.0 14.62623,57.087327,0.0 14.633204,57.080891,0.0 14.630221,57.078222,0.0 14.627687,57.071813,0.0 14.63024,57.069817,0.0 14.62956,57.065769,0.0 14.622682,57.062768,0.0 14.624175,57.056271,0.0 14.630563,57.050727,0.0 14.634922,57.044706,0.0 14.631977,57.035689,0.0 14.634094,57.034362,0.0 14.637769,57.034854,0.0 14.638514,57.02633,0.0 14.631583,57.024675,0.0 14.630949,57.019721,0.0 14.631936,57.005137,0.0 14.629508,56.993421,0.0 14.632777,56.983124,0.0 14.636153,56.98092,0.0 14.642276,56.982333,0.0 14.6522,56.981105,0.0 14.65442,56.976859,0.0 14.65503,56.971476,0.0 14.679239,56.962088,0.0 14.681865,56.957846,0.0 14.680397,56.953109,0.0 14.664315,56.943722,0.0 14.652088,56.941113,0.0 14.655004,56.939793,0.0 14.652014,56.932347,0.0 14.651998,56.929855,0.0 14.655818,56.929953,0.0 14.656701,56.927909,0.0 14.654868,56.921821,0.0 14.644873,56.914741,0.0 14.639567,56.913785,0.0 14.635537,56.911942,0.0 14.620339,56.901426,0.0 14.615036,56.900469,0.0 14.622659,56.893087,0.0 14.627732,56.886476,0.0 14.627596,56.873205,0.0 14.625884,56.872695,0.0 14.606999,56.87732,0.0 14.593758,56.872621,0.0 14.595462,56.855188,0.0 14.592733,56.846796,0.0 14.588393,56.84185,0.0 14.5797,56.843413,0.0 14.570116,56.843767,0.0 14.555487,56.840676,0.0 14.563268,56.817978,0.0 14.570802,56.806036,0.0 14.585896,56.807559,0.0 14.589176,56.807375,0.0 14.594198,56.804963,0.0 14.604828,56.805309,0.0 14.60979,56.804243,0.0 14.615933,56.804086,0.0 14.63667,56.807919,0.0 14.638284,56.797597,0.0 14.646642,56.782417,0.0 14.649984,56.780661,0.0 14.653651,56.781144,0.0 14.656124,56.780502,0.0 14.656478,56.771066,0.0 14.661941,56.767309,0.0 14.662941,56.762378,0.0 14.658241,56.756713,0.0 14.65968,56.751338,0.0 14.668702,56.749929,0.0 14.668828,56.745737,0.0 14.665464,56.733909,0.0 14.651862,56.720021,0.0 14.659886,56.712919,0.0 14.658095,56.695596,0.0 14.670138,56.678885,0.0 14.666164,56.67426,0.0 14.665858,56.668554,0.0 14.653091,56.665437,0.0 14.632345,56.66386,0.0 14.635764,56.65985,0.0 14.652425,56.661614,0.0 14.663764,56.661386,0.0 14.665859,56.647453,0.0 14.678088,56.640555,0.0 14.67529,56.638724,0.0 14.674339,56.631297,0.0 14.66967,56.625632,0.0 14.661462,56.627111,0.0 14.65003,56.627436,0.0 14.637449,56.625945,0.0 14.636672,56.625264,0.0 14.659137,56.6017,0.0 14.661952,56.592071,0.0 14.656432,56.587287,0.0 14.655682,56.574473,0.0 14.652382,56.564779,0.0 14.636184,56.552018,0.0 14.635448,56.53897,0.0 14.629904,56.535316,0.0 14.625051,56.534588,0.0 14.620882,56.537458,0.0 14.578505,56.539444,0.0 14.577575,56.542579,0.0 14.562996,56.551388,0.0 14.566391,56.557942,0.0 14.560521,56.562374,0.0 14.549416,56.565164,0.0 14.549311,56.567857,0.0 14.530487,56.570324,0.0 14.507669,56.561061,0.0 14.504816,56.561247,0.0 14.500642,56.563889,0.0 14.496961,56.564523,0.0 14.494177,56.562689,0.0 14.489675,56.56353,0.0 14.501597,56.570195,0.0 14.497281,56.576436,0.0 14.489374,56.580601,0.0 14.454329,56.581285,0.0 14.451091,56.580791,0.0 14.44591,56.578256,0.0 14.429769,56.556253,0.0 14.428078,56.557582,0.0 14.426256,56.562052,0.0 14.431572,56.580541,0.0 14.425456,56.585853,0.0 14.426918,56.587621,0.0 14.430258,56.589099,0.0 14.434695,56.602149,0.0 14.431838,56.602342,0.0 14.428508,56.613307,0.0 14.429167,56.617132,0.0 14.434678,56.621477,0.0 14.440313,56.623344,0.0 14.442243,56.625844,0.0 14.439231,56.629395,0.0 14.428081,56.632622,0.0 14.427013,56.638681,0.0 14.433317,56.645505,0.0 14.438862,56.647632,0.0 14.457269,56.651834,0.0 14.453888,56.658538,0.0 14.442993,56.65656,0.0 14.441474,56.653022,0.0 14.43832,56.650509,0.0 14.431044,56.648839,0.0 14.427336,56.649912,0.0 14.415456,56.651109,0.0 14.404015,56.651412,0.0 14.401862,56.654073,0.0 14.402277,56.663068,0.0 14.40573,56.67727,0.0 14.39971,56.688645,0.0 14.399536,56.692415,0.0 14.402568,56.702185,0.0 14.400901,56.704429,0.0 14.391416,56.711346,0.0 14.386948,56.723303,0.0 14.376923,56.728343,0.0 14.36989,56.730265,0.0 14.368189,56.731593,0.0 14.369337,56.733178,0.0 14.368002,56.735633,0.0 14.365491,56.737175,0.0 14.361375,56.737568,0.0 14.347224,56.742998,0.0 14.337754,56.744441,0.0 14.33605,56.746217,0.0 14.335016,56.75092,0.0 14.332079,56.752448,0.0 14.322545,56.755011,0.0 14.309617,56.75734,0.0 14.296884,56.758467,0.0 14.287376,56.758504,0.0 14.286415,56.770164,0.0 14.289555,56.785017,0.0 14.294093,56.790937,0.0 14.295146,56.800955,0.0 14.298526,56.804786,0.0 14.302136,56.806635,0.0 14.302865,56.812041,0.0 14.302334,56.813948,0.0 14.290923,56.824691,0.0 14.288165,56.8256,0.0 14.287482,56.832503,0.0 14.27921,56.837486,0.0 14.277762,56.843328,0.0 14.284787,56.844056,0.0 14.286745,56.845885,0.0 14.293118,56.858554,0.0 14.292931,56.862369,0.0 14.290807,56.863754,0.0 14.291621,56.866112,0.0 14.294335,56.868925,0.0 14.298303,56.868115,0.0 14.299741,56.868765,0.0 14.29961,56.872002,0.0 14.297654,56.875485,0.0 14.298977,56.878972,0.0 14.31676,56.883802,0.0 14.32004,56.883814,0.0 14.323802,56.881923,0.0 14.326542,56.884165,0.0 14.327556,56.887882,0.0 14.325815,56.891041,0.0 14.331576,56.895721,0.0 14.344721,56.912975,0.0 14.359999,56.920383,0.0 14.368572,56.929759,0.0 14.374859,56.930779,0.0 14.377308,56.934592,0.0 14.376149,56.936618,0.0 14.377383,56.939735,0.0 14.3836,56.943169,0.0 14.385953,56.945675,0.0 14.386418,56.95388,0.0 14.390126,56.95883,0.0 14.395978,56.962915,0.0 14.395931,56.965577,0.0 14.391227,56.966853,0.0 14.380596,56.97323,0.0 14.376898,56.980575,0.0 14.366773,56.98129,0.0 14.366915,56.989029,0.0 14.36872,56.993091,0.0 14.378717,56.99968,0.0 14.374525,57.004092,0.0 14.367864,57.007657,0.0 14.349537,57.004261,0.0 14.35086,57.011246,0.0 14.34757,57.011199,0.0 14.333331,57.016169,0.0 14.329294,57.023306,0.0 14.33114,57.036584,0.0 14.330552,57.040179,0.0 14.334116,57.043373,0.0 14.337629,57.056221,0.0 14.359429,57.057651,0.0 14.356564,57.074906,0.0 14.36252,57.079933,0.0 14.355666,57.085233,0.0 14.359263,57.087753,0.0 14.357636,57.096042,0.0 14.351576,57.09933,0.0 14.348059,57.099707,0.0 14.344936,57.103061,0.0 14.346463,57.105773,0.0 14.33705,57.112605,0.0 14.338927,57.116902,0.0 14.343255,57.11315,0.0 14.350407,57.11841,0.0 14.359825,57.120333,0.0 14.359296,57.131787,0.0 14.347956,57.14466,0.0 14.353587,57.147662,0.0 14.363357,57.150936,0.0 14.368294,57.151459,0.0 14.375871,57.148636,0.0 14.378245,57.150918,0.0 14.383915,57.153461,0.0 14.395974,57.151828,0.0 14.409583,57.152456,0.0 14.413189,57.154975,0.0 14.416238,57.15438,0.0 14.419776,57.15159,0.0 14.424202,57.145159,0.0 14.42687,57.146437,0.0 14.432908,57.152471,0.0 14.436569,57.152408,0.0 14.43768,57.148895,0.0 14.441653,57.150577,0.0 14.44676,57.157368,0.0 14.448956,57.162331,0.0 14.460041,57.16356,0.0 14.459366,57.158047,0.0 14.476776,57.156922,0.0 14.482474,57.158814,0.0 14.485644,57.158847,0.0 14.48514,57.154558,0.0 14.48773,57.1519,0.0 14.489389,57.151693,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Aneby kommun,0604,Jönköpings län,6 603,553.89,517.68,36.21,0.00,12.75,57.849852,14.8278439,57.8250111,14.789236,57.838521,14.8178021,"<Polygon><outerBoundaryIs><LinearRing><coordinates>15.004382,57.932745,0.0 15.006425,57.931949,0.0 15.013047,57.924853,0.0 14.996592,57.913642,0.0 14.994017,57.909585,0.0 14.994363,57.905475,0.0 15.00278,57.897178,0.0 15.010359,57.891506,0.0 15.013923,57.890451,0.0 15.018718,57.890885,0.0 15.020895,57.890018,0.0 15.022204,57.888006,0.0 15.021364,57.885514,0.0 15.022297,57.883697,0.0 15.026186,57.879276,0.0 15.029619,57.87795,0.0 15.030932,57.875669,0.0 15.029002,57.871419,0.0 15.031235,57.867859,0.0 15.043816,57.858579,0.0 15.070082,57.84681,0.0 15.071058,57.841904,0.0 15.076685,57.838363,0.0 15.078389,57.835679,0.0 15.071038,57.830456,0.0 15.067941,57.821414,0.0 15.0713,57.817591,0.0 15.073262,57.807976,0.0 15.081578,57.795903,0.0 15.089011,57.771297,0.0 15.104526,57.757242,0.0 15.115648,57.749222,0.0 15.120557,57.742712,0.0 15.11972,57.739951,0.0 15.12903,57.725558,0.0 15.128355,57.716311,0.0 15.120736,57.715278,0.0 15.113617,57.716635,0.0 15.111282,57.721619,0.0 15.103327,57.727371,0.0 15.107107,57.729691,0.0 15.089157,57.738498,0.0 15.091132,57.740529,0.0 15.094892,57.74143,0.0 15.089758,57.746313,0.0 15.08791,57.750612,0.0 15.084941,57.752086,0.0 15.079782,57.751374,0.0 15.071523,57.745885,0.0 15.058706,57.74317,0.0 15.037642,57.745065,0.0 15.034715,57.746124,0.0 15.02346,57.742419,0.0 15.015027,57.742573,0.0 15.009284,57.74031,0.0 15.005263,57.745205,0.0 15.00146,57.746322,0.0 14.990304,57.749555,0.0 14.974587,57.748707,0.0 14.968206,57.752302,0.0 14.966353,57.756132,0.0 14.9679,57.759707,0.0 14.966964,57.762395,0.0 14.952003,57.772643,0.0 14.953346,57.778772,0.0 14.950783,57.797305,0.0 14.948196,57.799308,0.0 14.932086,57.803427,0.0 14.928967,57.808569,0.0 14.921349,57.809845,0.0 14.893156,57.811118,0.0 14.886479,57.808403,0.0 14.860575,57.805963,0.0 14.855179,57.800477,0.0 14.855693,57.798227,0.0 14.839372,57.795382,0.0 14.83759,57.798503,0.0 14.833345,57.799368,0.0 14.816196,57.796721,0.0 14.812977,57.804328,0.0 14.799951,57.803974,0.0 14.790654,57.805005,0.0 14.779791,57.803094,0.0 14.754181,57.801708,0.0 14.755971,57.798589,0.0 14.73714,57.796142,0.0 14.741045,57.792592,0.0 14.739283,57.785273,0.0 14.723022,57.784084,0.0 14.712692,57.786002,0.0 14.710107,57.787542,0.0 14.700135,57.784295,0.0 14.704522,57.777442,0.0 14.702601,57.775113,0.0 14.695922,57.773689,0.0 14.690454,57.773857,0.0 14.68295,57.771977,0.0 14.669286,57.766656,0.0 14.657226,57.763534,0.0 14.655782,57.760208,0.0 14.650676,57.759043,0.0 14.636546,57.765846,0.0 14.636367,57.770334,0.0 14.639039,57.777102,0.0 14.630743,57.784649,0.0 14.630158,57.788685,0.0 14.625746,57.794022,0.0 14.620745,57.802955,0.0 14.620789,57.812393,0.0 14.617823,57.81303,0.0 14.614111,57.821526,0.0 14.613516,57.825785,0.0 14.618795,57.830558,0.0 14.604376,57.830103,0.0 14.597546,57.83526,0.0 14.603093,57.844086,0.0 14.602167,57.846097,0.0 14.603942,57.85398,0.0 14.600491,57.855959,0.0 14.598012,57.855028,0.0 14.591252,57.855179,0.0 14.587746,57.858729,0.0 14.585922,57.861854,0.0 14.590291,57.868199,0.0 14.57347,57.867328,0.0 14.567434,57.870852,0.0 14.564446,57.871487,0.0 14.545002,57.872831,0.0 14.539234,57.869613,0.0 14.533554,57.864375,0.0 14.524882,57.860453,0.0 14.511077,57.857817,0.0 14.505784,57.853704,0.0 14.501353,57.854157,0.0 14.495145,57.855615,0.0 14.494984,57.863116,0.0 14.479634,57.873153,0.0 14.478684,57.875612,0.0 14.481046,57.879678,0.0 14.476997,57.885247,0.0 14.479475,57.886629,0.0 14.482712,57.899019,0.0 14.479257,57.900779,0.0 14.484579,57.924482,0.0 14.495735,57.929056,0.0 14.495628,57.931533,0.0 14.500866,57.937433,0.0 14.513352,57.941404,0.0 14.523457,57.939122,0.0 14.540024,57.940155,0.0 14.542146,57.940777,0.0 14.549571,57.947204,0.0 14.554294,57.948979,0.0 14.573944,57.947079,0.0 14.57707,57.943068,0.0 14.58007,57.94176,0.0 14.583009,57.942237,0.0 14.584518,57.946525,0.0 14.578329,57.953191,0.0 14.577297,57.957671,0.0 14.581645,57.964915,0.0 14.577212,57.970026,0.0 14.580146,57.980614,0.0 14.57733,57.987321,0.0 14.594666,57.997634,0.0 14.606823,58.000246,0.0 14.614312,58.000464,0.0 14.618627,58.001281,0.0 14.625874,58.000011,0.0 14.621174,57.990754,0.0 14.62353,57.98494,0.0 14.626978,57.9834,0.0 14.629911,57.983661,0.0 14.629799,57.976243,0.0 14.637009,57.97543,0.0 14.645219,57.977718,0.0 14.647667,57.975249,0.0 14.648423,57.972225,0.0 14.647143,57.96569,0.0 14.643008,57.962923,0.0 14.641062,57.958855,0.0 14.64187,57.95699,0.0 14.65232,57.951792,0.0 14.669242,57.951307,0.0 14.676959,57.948691,0.0 14.686286,57.947445,0.0 14.685688,57.941154,0.0 14.69787,57.943084,0.0 14.714063,57.93921,0.0 14.715203,57.942821,0.0 14.712085,57.94705,0.0 14.713467,57.954928,0.0 14.718026,57.957221,0.0 14.729806,57.958695,0.0 14.736038,57.950226,0.0 14.751975,57.953313,0.0 14.755781,57.953129,0.0 14.75842,57.950682,0.0 14.759392,57.946874,0.0 14.761598,57.944198,0.0 14.768115,57.939555,0.0 14.768625,57.937081,0.0 14.778385,57.935841,0.0 14.778505,57.932241,0.0 14.782827,57.929816,0.0 14.791674,57.930354,0.0 14.794859,57.935326,0.0 14.795102,57.9405,0.0 14.794003,57.94257,0.0 14.805969,57.943747,0.0 14.808733,57.937268,0.0 14.814589,57.936968,0.0 14.824171,57.947588,0.0 14.83293,57.945815,0.0 14.841555,57.940951,0.0 14.848676,57.94237,0.0 14.851518,57.945992,0.0 14.85344,57.951178,0.0 14.859737,57.952581,0.0 14.869058,57.951995,0.0 14.870001,57.948868,0.0 14.887034,57.94453,0.0 14.899245,57.945767,0.0 14.909337,57.944577,0.0 14.911535,57.947483,0.0 14.92829,57.949176,0.0 14.934205,57.949001,0.0 14.938887,57.947983,0.0 14.940295,57.941047,0.0 14.943205,57.937547,0.0 14.955568,57.927632,0.0 14.975125,57.92778,0.0 15.004382,57.932745,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
